date,store_id,product_id,qty_sold,price,on_promo,lag_1,lag_7,rolling_mean_7,rolling_std_7,day_of_week,month,promo_effect,predicted_sales
2023-02-24,Store_1,Product_3,21,312,0,30.0,24.0,34.142857142857146,9.227288721117219,4,2,0,26.557167312724538
2023-02-25,Store_1,Product_3,48,194,1,21.0,51.0,33.714285714285715,9.827076298239902,5,2,48,49.30206045156661
2023-02-26,Store_1,Product_3,32,143,0,48.0,38.0,33.285714285714285,8.976158898517141,6,2,0,35.28597460485405
2023-02-27,Store_1,Product_3,25,288,0,32.0,39.0,32.42857142857143,8.734169352933005,0,2,0,25.56227459580888
2023-02-28,Store_1,Product_3,20,290,0,25.0,27.0,30.428571428571427,8.580154288767043,1,2,0,25.432165589686555
2023-03-01,Store_1,Product_3,25,129,0,20.0,30.0,29.428571428571427,9.413769044280164,2,3,0,24.293999627127413
2023-03-02,Store_1,Product_3,26,380,0,25.0,30.0,28.714285714285715,9.551863443229026,3,3,0,25.009022889233712
2023-03-03,Store_1,Product_3,24,461,0,26.0,21.0,28.142857142857142,9.581728644118641,4,3,0,24.599836506128863
2023-03-04,Store_1,Product_3,39,228,0,24.0,48.0,28.571428571428573,9.271050693011057,5,3,0,34.05769696859747
2023-03-05,Store_1,Product_3,49,487,1,39.0,32.0,27.285714285714285,6.264031867582975,6,3,49,47.848944193575136
2023-03-06,Store_1,Product_3,27,419,0,49.0,25.0,29.714285714285715,10.355582805332354,0,3,0,25.01130505854736
2023-03-07,Store_1,Product_3,29,109,0,27.0,20.0,30.0,10.230672835481865,1,3,0,24.40147730576124
2023-03-08,Store_1,Product_3,24,330,0,29.0,25.0,31.285714285714285,9.286446857549723,2,3,0,25.597122068792068
2023-03-09,Store_1,Product_3,30,211,0,24.0,26.0,31.142857142857142,9.406178314075827,3,3,0,25.546638047794072
2023-03-10,Store_1,Product_3,28,185,0,30.0,24.0,31.714285714285715,9.159954252329092,4,3,0,25.453495540822317
2023-03-11,Store_1,Product_3,39,153,0,28.0,39.0,32.285714285714285,8.71233389539002,5,3,0,35.43285375242572
2023-03-12,Store_1,Product_3,30,220,0,39.0,49.0,32.285714285714285,8.71233389539002,6,3,0,34.79818441264022
2023-03-13,Store_1,Product_3,21,119,0,30.0,27.0,29.571428571428573,4.649628761422511,0,3,0,24.52379378546893
2023-03-14,Store_1,Product_3,30,322,0,21.0,29.0,28.714285714285715,5.648430038936632,1,3,0,25.403290715502134
2023-03-15,Store_1,Product_3,26,310,0,30.0,24.0,28.857142857142858,5.66946709513839,2,3,0,25.30979755918874
2023-03-16,Store_1,Product_3,24,210,0,26.0,30.0,29.142857142857142,5.429197958832435,3,3,0,25.412231682462803
2023-03-17,Store_1,Product_3,23,123,0,24.0,28.0,28.285714285714285,5.736267244886841,4,3,0,23.99094259494766
2023-03-18,Store_1,Product_3,35,392,0,23.0,39.0,27.571428571428573,6.078847008469673,5,3,0,34.97565718747065
2023-03-19,Store_1,Product_3,35,458,0,35.0,30.0,27.0,4.8989794855663265,6,3,0,34.82463854147478
2023-03-20,Store_1,Product_3,24,359,0,35.0,21.0,27.714285714285715,5.707138387268029,0,3,0,24.063746044088088
2023-03-21,Store_1,Product_3,28,372,0,24.0,30.0,28.142857142857142,5.209880722517255,1,3,0,25.124234470320236
2023-03-22,Store_1,Product_3,41,320,1,28.0,26.0,27.857142857142858,5.145501965424776,2,3,41,39.926043126250896
2023-03-23,Store_1,Product_3,22,435,0,41.0,24.0,30.0,7.023769168568482,3,3,0,25.327884945942444
2023-03-24,Store_1,Product_3,29,487,0,22.0,23.0,29.714285714285715,7.341986237031621,4,3,0,25.600215152745992
2023-03-25,Store_1,Product_3,37,261,0,29.0,35.0,30.571428571428573,6.754187413675127,5,3,0,35.786387521184736
2023-03-26,Store_1,Product_3,31,287,0,37.0,35.0,30.857142857142858,7.010196655077305,6,3,0,35.13857777624624
2023-03-27,Store_1,Product_3,22,465,0,31.0,24.0,30.285714285714285,6.77530529974567,0,3,0,25.399463235304985
2023-03-28,Store_1,Product_3,22,208,0,22.0,28.0,30.0,7.1180521680208635,1,3,0,25.44660836743175
2023-03-29,Store_1,Product_3,29,455,0,22.0,41.0,29.142857142857142,7.733661733585432,2,3,0,25.20929853544815
2023-03-30,Store_1,Product_3,22,327,0,29.0,22.0,27.428571428571427,5.740416444159841,3,3,0,24.143165739122693
2023-03-31,Store_1,Product_3,26,245,0,22.0,29.0,27.428571428571427,5.740416444159841,4,3,0,24.638321365142446
2023-04-01,Store_1,Product_3,33,350,0,26.0,37.0,27.0,5.71547606649406,5,4,0,35.05941029551855
2023-04-02,Store_1,Product_3,40,217,0,33.0,31.0,26.428571428571427,4.649628761422502,6,4,0,35.89612575407518
2023-04-03,Store_1,Product_3,20,359,0,40.0,22.0,27.714285714285715,6.84870512613601,0,4,0,23.55994140187064
2023-04-04,Store_1,Product_3,23,498,0,20.0,22.0,27.428571428571427,7.161404491139573,1,4,0,24.534307144120724
2023-04-05,Store_1,Product_3,40,223,1,23.0,29.0,27.571428571428573,7.044078904941894,2,4,40,39.18608197240494
2023-04-06,Store_1,Product_3,30,189,0,40.0,22.0,29.142857142857142,8.493695140682702,3,4,0,24.734849925626254
2023-04-07,Store_1,Product_3,24,160,0,30.0,26.0,30.285714285714285,7.889112449325023,4,4,0,25.27337430336758
2023-04-08,Store_1,Product_3,39,206,0,24.0,33.0,30.0,8.1034971874288,5,4,0,35.10992318940592
2023-04-09,Store_1,Product_3,30,217,0,39.0,40.0,30.857142857142858,8.764104278791054,6,4,0,34.693114878828894
2023-04-10,Store_1,Product_3,25,464,0,30.0,20.0,29.428571428571427,7.7858235029473555,0,4,0,24.845727667886266
2023-04-11,Store_1,Product_3,37,134,1,25.0,23.0,30.142857142857142,6.962484504556567,1,4,37,39.13742339599454
2023-04-12,Store_1,Product_3,44,448,1,37.0,40.0,32.142857142857146,6.568322247184362,2,4,44,40.0877542181315
2023-04-13,Store_1,Product_3,24,173,0,44.0,30.0,32.714285714285715,7.4769487028307084,3,4,0,26.148192658937795
2023-04-14,Store_1,Product_3,24,189,0,24.0,24.0,31.857142857142858,8.153293228885513,4,4,0,25.600425470282744
2023-04-15,Store_1,Product_3,33,394,0,24.0,39.0,31.857142857142858,8.153293228885513,5,4,0,35.2457272964579
2023-04-16,Store_1,Product_3,46,379,1,33.0,30.0,31.0,7.571877794400355,6,4,46,48.20095949907041
2023-04-17,Store_1,Product_3,28,396,0,46.0,25.0,33.285714285714285,9.411239481143198,0,4,0,26.641105552560948
2023-04-18,Store_1,Product_3,25,463,0,28.0,37.0,33.714285714285715,9.031690238899278,1,4,0,25.973371250223323
2023-04-19,Store_1,Product_3,28,251,0,25.0,44.0,32.0,9.433981132056598,2,4,0,25.551285620427457
2023-04-20,Store_1,Product_3,43,463,1,28.0,24.0,29.714285714285715,7.846746368491107,3,4,43,40.107302464817714
2023-04-21,Store_1,Product_3,29,319,0,43.0,24.0,32.42857142857143,8.772250620700532,4,4,0,25.79685997395812
2023-04-22,Store_1,Product_3,36,319,0,29.0,33.0,33.142857142857146,8.153293228885516,5,4,0,35.51846713660514
2023-04-23,Store_1,Product_3,52,499,1,36.0,46.0,33.57142857142857,8.223080178318073,6,4,52,51.30759116757855
2023-04-24,Store_1,Product_3,25,316,0,52.0,28.0,34.42857142857143,9.880235200593539,0,4,0,26.627228409367877
2023-04-25,Store_1,Product_3,25,400,0,25.0,25.0,34.0,10.263202878893768,1,4,0,26.70273510155213
2023-04-26,Store_1,Product_3,23,183,0,25.0,28.0,34.0,10.263202878893768,2,4,0,26.88278191306395
2023-04-27,Store_1,Product_3,36,120,1,23.0,43.0,33.285714285714285,10.904346009952265,3,4,36,38.79414133102204
2023-04-28,Store_1,Product_3,23,106,0,36.0,29.0,32.285714285714285,10.160614904526946,4,4,0,25.78831309342882
2023-04-29,Store_1,Product_3,50,259,1,23.0,36.0,31.428571428571427,10.721584815333078,5,4,50,50.42461779965083
2023-04-30,Store_1,Product_3,37,242,0,50.0,52.0,33.42857142857143,12.817398889233113,6,4,0,35.45359779821975
2023-05-01,Store_1,Product_3,26,253,0,37.0,25.0,31.285714285714285,10.177004891982142,0,5,0,25.26270147387406
2023-05-02,Store_1,Product_3,27,412,0,26.0,25.0,31.428571428571427,10.080627342534168,1,5,0,25.69856291862046
2023-05-03,Store_1,Product_3,39,181,1,27.0,23.0,31.714285714285715,9.894683517160203,2,5,39,40.47710988174672
2023-05-04,Store_1,Product_3,24,317,0,39.0,36.0,34.0,9.380831519646863,3,5,0,25.19412159054304
2023-05-05,Store_1,Product_3,24,470,0,24.0,23.0,32.285714285714285,10.028530728448136,4,5,0,25.525497366624162
2023-05-06,Store_1,Product_3,53,495,1,24.0,50.0,32.42857142857143,9.880235200593534,5,5,53,50.61995823728087
2023-05-07,Store_1,Product_3,38,260,0,53.0,37.0,32.857142857142854,10.792413561210044,6,5,0,36.173086678054744
2023-05-08,Store_1,Product_3,21,482,0,38.0,26.0,33.0,10.862780491200215,0,5,0,25.13949599574643
2023-05-09,Store_1,Product_3,29,185,0,21.0,27.0,32.285714285714285,11.542880716619019,1,5,0,25.672231035492405
2023-05-10,Store_1,Product_3,26,251,0,29.0,39.0,32.57142857142857,11.4142767745361,2,5,0,25.62002282222615
2023-05-11,Store_1,Product_3,21,142,0,26.0,24.0,30.714285714285715,11.25039681839838,3,5,0,25.233665116090155
2023-05-12,Store_1,Product_3,28,276,0,21.0,24.0,30.285714285714285,11.600492600378157,4,5,0,25.339651413139528
2023-05-13,Store_1,Product_3,30,297,0,28.0,53.0,30.857142857142858,11.334733807028302,5,5,0,35.17057975513323
2023-05-14,Store_1,Product_3,31,440,0,30.0,38.0,27.571428571428573,5.855400437691162,6,5,0,34.580829307035565
2023-05-15,Store_1,Product_3,39,211,1,31.0,21.0,26.571428571428573,4.11732691832704,0,5,39,38.4396859996903
2023-05-16,Store_1,Product_3,28,197,0,39.0,29.0,29.142857142857142,5.459809869356578,1,5,0,25.276091348069784
2023-05-17,Store_1,Product_3,22,185,0,28.0,26.0,29.0,5.477225575051631,2,5,0,25.141708072732204
2023-05-18,Store_1,Product_3,27,393,0,22.0,21.0,28.428571428571427,6.023762469230832,3,5,0,25.245283863365383
2023-05-19,Store_1,Product_3,30,291,0,27.0,28.0,29.285714285714285,5.154748157905318,4,5,0,25.707154019812414
2023-05-20,Store_1,Product_3,32,131,0,30.0,30.0,29.571428571428573,5.126959555693219,5,5,0,33.54815743895078
2023-05-21,Store_1,Product_3,51,253,1,32.0,31.0,29.857142857142858,5.209880722517251,6,5,51,50.95917983301819
2023-05-22,Store_1,Product_3,23,313,0,51.0,39.0,32.714285714285715,9.586697132212004,0,5,0,25.153627014265805
2023-05-23,Store_1,Product_3,27,178,0,23.0,28.0,30.428571428571427,9.744351233016015,1,5,0,25.266247195415094
2023-05-24,Store_1,Product_3,25,369,0,27.0,22.0,30.285714285714285,9.793097666456804,2,5,0,25.124284339212338
2023-05-25,Store_1,Product_3,45,267,1,25.0,27.0,30.714285714285715,9.428932172031026,3,5,45,40.642883337031655
2023-05-26,Store_1,Product_3,29,468,0,45.0,30.0,33.285714285714285,10.625665245280501,4,5,0,26.153211708150124
2023-05-27,Store_1,Product_3,31,353,0,29.0,32.0,33.142857142857146,10.683766056164705,5,5,0,35.72331118241632
2023-05-28,Store_1,Product_3,47,196,1,31.0,51.0,33.0,10.708252269472673,6,5,47,48.25695642243054
2023-05-29,Store_1,Product_3,29,361,0,47.0,23.0,32.42857142857143,9.641181512261912,0,5,0,25.729904750804348
2023-05-30,Store_1,Product_3,26,188,0,29.0,27.0,33.285714285714285,8.90157824422699,1,5,0,27.117184588110273
2023-05-31,Store_1,Product_3,30,296,0,26.0,25.0,33.142857142857146,9.026416258748013,2,5,0,27.099475354301486
2023-06-01,Store_1,Product_3,22,367,0,30.0,45.0,33.857142857142854,8.454359258760567,3,6,0,25.21174008811703
2023-06-02,Store_1,Product_3,29,396,0,22.0,29.0,30.571428571428573,7.849780100044041,4,6,0,25.629215730931264
2023-06-03,Store_1,Product_3,33,171,0,29.0,31.0,30.571428571428573,7.849780100044041,5,6,0,35.19375940248097
2023-06-04,Store_1,Product_3,36,498,0,33.0,47.0,30.857142857142858,7.904188160474819,6,6,0,35.350467516985056
2023-06-05,Store_1,Product_3,27,415,0,36.0,29.0,29.285714285714285,4.535573676110695,0,6,0,26.059726914173826
2023-06-06,Store_1,Product_3,23,485,0,27.0,26.0,29.0,4.618802153516972,1,6,0,25.393069383910692
2023-06-07,Store_1,Product_3,26,464,0,23.0,30.0,28.571428571428573,5.061526214398901,2,6,0,25.462439686118138
2023-06-08,Store_1,Product_3,37,462,1,26.0,22.0,28.0,5.099019513592745,3,6,37,38.38640843409225
2023-06-09,Store_1,Product_3,27,319,0,37.0,29.0,30.142857142857142,5.304984179322021,4,6,0,26.182609990664663
2023-06-10,Store_1,Product_3,30,107,0,27.0,33.0,29.857142857142858,5.4291979588324315,5,6,0,33.577694921609336
2023-06-11,Store_1,Product_3,34,275,0,30.0,36.0,29.428571428571427,5.25538272812241,6,6,0,35.807477895423546
2023-06-12,Store_1,Product_3,30,465,0,34.0,27.0,29.142857142857142,4.879500364742635,0,6,0,25.63070341989744
2023-06-13,Store_1,Product_3,40,236,1,30.0,23.0,29.571428571428573,4.7908643220592975,1,6,40,41.01978885145314
2023-06-14,Store_1,Product_3,30,115,0,40.0,26.0,32.0,5.196152422706629,2,6,0,26.995850218972365
2023-06-15,Store_1,Product_3,20,474,0,30.0,37.0,32.57142857142857,4.613644360558615,3,6,0,24.950377543988047
2023-06-16,Store_1,Product_3,24,368,0,20.0,27.0,30.142857142857142,6.1217800088038326,4,6,0,25.847814237951948
2023-06-17,Store_1,Product_3,31,201,0,24.0,30.0,29.714285714285715,6.473388749701476,5,6,0,33.89205146961382
2023-06-18,Store_1,Product_3,39,346,0,31.0,34.0,29.857142857142858,6.491753010000989,6,6,0,35.651831936100095
2023-06-19,Store_1,Product_3,30,230,0,39.0,30.0,30.571428571428573,7.253898787483007,0,6,0,25.441048900206688
2023-06-20,Store_1,Product_3,20,253,0,30.0,40.0,30.571428571428573,7.253898787483007,1,6,0,25.10094769331614
2023-06-21,Store_1,Product_3,39,364,1,20.0,30.0,27.714285714285715,6.848705126135992,2,6,39,39.09549234849763
2023-06-22,Store_1,Product_3,38,233,1,39.0,20.0,29.0,8.08290376865474,3,6,38,38.43921197598668
2023-06-23,Store_1,Product_3,22,476,0,38.0,24.0,31.571428571428573,7.590721152765893,4,6,0,25.256007087233964
2023-06-24,Store_1,Product_3,55,463,1,22.0,31.0,31.285714285714285,7.952238379104034,5,6,55,51.637484701993536
2023-06-25,Store_1,Product_3,38,325,0,55.0,39.0,34.714285714285715,11.968211864689541,6,6,0,37.71200390865073
2023-06-26,Store_1,Product_3,40,385,1,38.0,30.0,34.57142857142857,11.914377069422523,0,6,40,41.1564405800014
2023-06-27,Store_1,Product_3,29,255,0,40.0,20.0,36.0,11.874342087037936,1,6,0,28.18650058981695
2023-06-28,Store_1,Product_3,27,262,0,29.0,39.0,37.285714285714285,10.226017238956189,2,6,0,29.354613979849923
2023-06-29,Store_1,Product_3,38,406,1,27.0,38.0,35.57142857142857,10.875923606099606,3,6,38,40.20169616313129
2023-06-30,Store_1,Product_3,21,378,0,38.0,22.0,35.57142857142857,10.875923606099606,4,6,0,25.280830815199938
2023-07-01,Store_1,Product_3,35,207,0,21.0,55.0,35.42857142857143,11.088389466120917,5,7,0,36.32472128646286
2023-07-02,Store_1,Product_3,55,446,1,35.0,38.0,32.57142857142857,7.044078904941911,6,7,55,52.5476136572036
2023-07-03,Store_1,Product_3,22,480,0,55.0,40.0,35.0,11.03026140518288,0,7,0,24.961089995295698
2023-07-04,Store_1,Product_3,21,347,0,22.0,29.0,32.42857142857143,11.745313148332018,1,7,0,25.82866636182985
2023-07-05,Store_1,Product_3,26,247,0,21.0,27.0,31.285714285714285,12.499523800453163,2,7,0,25.40852269343145
2023-07-06,Store_1,Product_3,35,442,1,26.0,38.0,31.142857142857142,12.562226069034248,3,7,35,38.79067071168004
2023-07-07,Store_1,Product_3,22,402,0,35.0,21.0,30.714285714285715,12.338480264525897,4,7,0,24.630996489578774
2023-07-08,Store_1,Product_3,35,120,0,22.0,35.0,30.857142857142858,12.21240587037857,5,7,0,34.538353483121355
2023-07-09,Store_1,Product_3,32,401,0,35.0,55.0,30.857142857142858,12.21240587037857,6,7,0,33.50185556411679
2023-07-10,Store_1,Product_3,38,138,1,32.0,22.0,27.571428571428573,6.2943663397554985,0,7,38,38.953319783017704
2023-07-11,Store_1,Product_3,28,432,0,38.0,21.0,29.857142857142858,6.817344825970751,1,7,0,25.315376500857152
2023-07-12,Store_1,Product_3,21,233,0,28.0,26.0,30.857142857142858,5.72795982960108,2,7,0,25.38453478995444
2023-07-13,Store_1,Product_3,30,190,0,21.0,35.0,30.142857142857142,6.669047194029309,3,7,0,25.312076762094588
2023-07-14,Store_1,Product_3,21,137,0,30.0,22.0,29.428571428571427,6.320789582985703,4,7,0,24.650046192640307
2023-07-15,Store_1,Product_3,33,289,0,21.0,35.0,29.285714285714285,6.524678426668105,5,7,0,34.691765070376455
2023-07-16,Store_1,Product_3,32,433,0,33.0,32.0,29.0,6.271629240742226,6,7,0,34.444314011452875
2023-07-17,Store_1,Product_3,30,380,0,32.0,38.0,29.0,6.271629240742226,0,7,0,25.33018342370482
2023-07-18,Store_1,Product_3,27,253,0,30.0,28.0,27.857142857142858,4.947341758580047,1,7,0,24.583131058592567
2023-07-19,Store_1,Product_3,25,182,0,27.0,21.0,27.714285714285715,4.956957592256363,2,7,0,24.195938580620446
2023-07-20,Store_1,Product_3,37,374,1,25.0,30.0,28.285714285714285,4.2314018840995695,3,7,37,39.09128284436004
2023-07-21,Store_1,Product_3,43,272,1,37.0,21.0,29.285714285714285,5.3763149000743535,4,7,43,41.33889061418076
2023-07-22,Store_1,Product_3,36,172,0,43.0,33.0,32.42857142857143,6.106202935189287,5,7,0,35.97999732018577
2023-07-23,Store_1,Product_3,40,220,0,36.0,32.0,32.857142857142854,6.256425268702341,6,7,0,37.45209957667436
2023-07-24,Store_1,Product_3,37,497,1,40.0,30.0,34.0,6.782329983125279,0,7,37,40.5847022491348
2023-07-25,Store_1,Product_3,27,416,0,37.0,27.0,35.0,6.60807586719969,1,7,0,29.594318495229714
2023-07-26,Store_1,Product_3,23,385,0,27.0,25.0,35.0,6.60807586719969,2,7,0,27.362615021681812
2023-07-27,Store_1,Product_3,28,475,0,23.0,37.0,34.714285714285715,7.134757312254016,3,7,0,27.07607592289631
2023-07-28,Store_1,Product_3,23,302,0,28.0,43.0,33.42857142857143,7.457817885886443,4,7,0,26.206824683318082
2023-07-29,Store_1,Product_3,34,433,0,23.0,36.0,30.571428571428573,6.9965978126787265,5,7,0,35.59427216186558
2023-07-30,Store_1,Product_3,38,167,0,34.0,40.0,30.285714285714285,6.775305299745663,6,7,0,36.2722517733798
2023-07-31,Store_1,Product_3,42,224,1,38.0,37.0,30.0,6.324555320336738,0,7,42,40.54223046495546
2023-08-01,Store_1,Product_3,40,226,1,42.0,27.0,30.714285714285715,7.432233529572052,1,8,40,39.833292915094624
2023-08-02,Store_1,Product_3,26,161,0,40.0,23.0,32.57142857142857,7.95523188132906,2,8,0,25.612514761898424
2023-08-03,Store_1,Product_3,20,367,0,26.0,28.0,33.0,7.4161984870956665,3,8,0,26.227686223786723
2023-08-04,Store_1,Product_3,22,149,0,20.0,23.0,31.857142857142858,8.802056036869478,4,8,0,25.325865155422672
2023-08-05,Store_1,Product_3,34,424,0,22.0,34.0,31.714285714285715,8.976158898517145,5,8,0,34.98777906165921
2023-08-06,Store_1,Product_3,33,271,0,34.0,38.0,31.714285714285715,8.976158898517145,6,8,0,34.98981556379808
2023-08-07,Store_1,Product_3,20,300,0,33.0,42.0,31.0,8.582928793055814,0,8,0,24.96275113928508
2023-08-08,Store_1,Product_3,28,315,0,20.0,40.0,27.857142857142858,7.883074092183626,1,8,0,24.34145984748901
2023-08-09,Store_1,Product_3,20,442,0,28.0,26.0,26.142857142857142,5.843188953204964,2,8,0,23.057542464267968
2023-08-10,Store_1,Product_3,27,175,0,20.0,20.0,25.285714285714285,6.290582530372515,3,8,0,22.4932151493774
2023-08-11,Store_1,Product_3,28,407,0,27.0,22.0,26.285714285714285,5.851332774513396,4,8,0,23.98241005406013
2023-08-12,Store_1,Product_3,35,406,0,28.0,34.0,27.142857142857142,5.5506327395643185,5,8,0,35.207766174147174
2023-08-13,Store_1,Product_3,35,256,0,35.0,33.0,27.285714285714285,5.765248931147269,6,8,0,35.27160976047457
2023-08-14,Store_1,Product_3,22,447,0,35.0,20.0,27.571428571428573,6.133436852128432,0,8,0,24.409303219480897
2023-08-15,Store_1,Product_3,23,166,0,22.0,28.0,27.857142857142858,5.756983337031356,1,8,0,24.463440543478907
2023-08-16,Store_1,Product_3,25,261,0,23.0,20.0,27.142857142857142,6.039552175135997,2,8,0,24.62922197147882
2023-08-17,Store_1,Product_3,30,356,0,25.0,27.0,27.857142857142858,5.304984179321997,3,8,0,24.770051984653787
2023-08-18,Store_1,Product_3,27,361,0,30.0,28.0,28.285714285714285,5.345224838248449,4,8,0,25.275726982651637
2023-08-19,Store_1,Product_3,35,160,0,27.0,35.0,28.142857142857142,5.367450401216892,5,8,0,34.93803180423321
2023-08-20,Store_1,Product_3,35,235,0,35.0,35.0,28.142857142857142,5.367450401216892,6,8,0,35.28836370095284
2023-08-21,Store_1,Product_3,22,192,0,35.0,22.0,28.142857142857142,5.367450401216892,0,8,0,24.466991415460722
2023-08-22,Store_1,Product_3,20,241,0,22.0,23.0,28.142857142857142,5.367450401216892,1,8,0,24.86257681045894
2023-08-23,Store_1,Product_3,22,439,0,20.0,25.0,27.714285714285715,5.936168397046597,2,8,0,24.571922422131035
2023-08-24,Store_1,Product_3,27,288,0,22.0,30.0,27.285714285714285,6.264031867582949,3,8,0,24.957366393760072
2023-08-25,Store_1,Product_3,40,468,1,27.0,27.0,26.857142857142858,6.148944934663446,4,8,40,38.521458268387
2023-08-26,Store_1,Product_3,37,479,0,40.0,35.0,28.714285714285715,7.910210399946906,5,8,0,34.333309370219396
2023-08-27,Store_1,Product_3,30,440,0,37.0,35.0,29.0,8.205689083394093,6,8,0,33.172055308020006
2023-08-28,Store_1,Product_3,24,417,0,30.0,22.0,28.285714285714285,7.804150299985355,0,8,0,24.688628493131485
2023-08-29,Store_1,Product_3,29,481,0,24.0,20.0,28.571428571428573,7.568732673685464,1,8,0,25.322644346811607
2023-08-30,Store_1,Product_3,28,136,0,29.0,22.0,29.857142857142858,6.568322247184352,2,8,0,24.955582422638713
2023-08-31,Store_1,Product_3,20,443,0,28.0,27.0,30.714285714285715,5.707138387268038,3,8,0,25.342599164467455
2023-09-01,Store_1,Product_3,24,282,0,20.0,40.0,29.714285714285715,6.945365018348206,4,9,0,25.209282662255934
2023-09-02,Store_1,Product_3,38,291,0,24.0,37.0,27.428571428571427,5.472876844254807,5,9,0,35.557884758396625
2023-09-03,Store_1,Product_3,40,494,0,38.0,30.0,27.571428571428573,5.769377287516721,6,9,0,36.44696532285423
2023-09-04,Store_1,Product_3,20,118,0,40.0,24.0,29.0,7.461009761866441,0,9,0,23.847924340766586
2023-09-05,Store_1,Product_3,42,208,1,20.0,29.0,28.428571428571427,8.03859736639715,1,9,42,39.599152209349626
2023-09-06,Store_1,Product_3,35,202,1,42.0,28.0,30.285714285714285,9.551863443229024,2,9,35,38.778780517817914
2023-09-07,Store_1,Product_3,29,252,0,35.0,20.0,31.285714285714285,9.638711630957832,3,9,0,24.922239474041977
2023-09-08,Store_1,Product_3,30,257,0,29.0,24.0,32.57142857142857,8.403514004215598,4,9,0,26.113089696617582
2023-09-09,Store_1,Product_3,36,439,0,30.0,38.0,33.42857142857143,7.656307701434664,5,9,0,35.99557709265773
2023-09-10,Store_1,Product_3,31,423,0,36.0,40.0,33.142857142857146,7.492853738253354,6,9,0,35.522161799545664
2023-09-11,Store_1,Product_3,20,181,0,31.0,20.0,31.857142857142858,6.866065623255951,0,9,0,24.836728466321823
2023-09-12,Store_1,Product_3,24,183,0,20.0,42.0,31.857142857142858,6.86606562325595,1,9,0,25.275498588008194
2023-09-13,Store_1,Product_3,20,477,0,24.0,35.0,29.285714285714285,5.707138387268027,2,9,0,24.97429782849657
2023-09-14,Store_1,Product_3,22,357,0,20.0,29.0,27.142857142857142,6.011892975000193,3,9,0,24.609823237900866
2023-09-15,Store_1,Product_3,28,406,0,22.0,30.0,26.142857142857142,6.229729031789685,4,9,0,23.990778695738978
2023-09-16,Store_1,Product_3,40,497,0,28.0,36.0,25.857142857142858,6.067085281213972,5,9,0,36.89999212560024
2023-09-17,Store_1,Product_3,31,300,0,40.0,31.0,26.428571428571427,7.253898787482982,6,9,0,32.51410113953949
2023-09-18,Store_1,Product_3,28,358,0,31.0,20.0,26.428571428571427,7.253898787482982,0,9,0,24.713549253371845
2023-09-19,Store_1,Product_3,23,216,0,28.0,24.0,27.571428571428573,6.679749068568907,1,9,0,24.18672337780629
2023-09-20,Store_1,Product_3,21,486,0,23.0,20.0,27.428571428571427,6.778818551368705,2,9,0,24.715442414485594
2023-09-21,Store_1,Product_3,42,367,1,21.0,22.0,27.571428571428573,6.604471789556466,3,9,42,39.6651486238783
2023-09-22,Store_1,Product_3,22,410,0,42.0,28.0,30.428571428571427,7.976154939508599,4,9,0,25.49377507152981
2023-09-23,Store_1,Product_3,54,161,1,22.0,40.0,29.571428571428573,8.580154288767035,5,9,54,52.24747503764758
2023-09-24,Store_1,Product_3,30,378,0,54.0,31.0,31.571428571428573,12.259107401671388,6,9,0,33.07291803087768
2023-09-25,Store_1,Product_3,27,383,0,30.0,28.0,31.428571428571427,12.272695205986643,0,9,0,25.644122735988386
2023-09-26,Store_1,Product_3,24,245,0,27.0,23.0,31.285714285714285,12.324964985944659,1,9,0,25.2474358643023
2023-09-27,Store_1,Product_3,23,474,0,24.0,21.0,31.428571428571427,12.218253323847652,2,9,0,24.69378070071332
2023-09-28,Store_1,Product_3,28,221,0,23.0,42.0,31.714285714285715,11.954277975049846,3,9,0,25.201903027141405
2023-09-29,Store_1,Product_3,21,294,0,28.0,22.0,29.714285714285715,11.086242010021325,4,9,0,23.138668893282848
2023-09-30,Store_1,Product_3,38,459,0,21.0,54.0,29.571428571428573,11.207990347026865,5,9,0,35.721291026753285
2023-10-01,Store_1,Product_3,40,412,0,38.0,30.0,27.285714285714285,5.6484300389366116,6,10,0,35.74044407716328
2023-10-02,Store_1,Product_3,25,266,0,40.0,27.0,28.714285714285715,7.432233529572044,0,10,0,25.031168585557406
2023-10-03,Store_1,Product_3,21,106,0,25.0,24.0,28.428571428571427,7.5466801278695135,1,10,0,23.89860069326463
2023-10-04,Store_1,Product_3,23,420,0,21.0,23.0,28.0,7.916228058025254,2,10,0,24.780398049415272
2023-10-05,Store_1,Product_3,35,374,1,23.0,28.0,28.0,7.916228058025254,3,10,35,37.285420315385686
2023-10-06,Store_1,Product_3,29,225,0,35.0,21.0,29.0,8.346656017032593,4,10,0,24.90873987329278
2023-10-07,Store_1,Product_3,40,393,0,29.0,38.0,30.142857142857142,7.581305327988729,5,10,0,36.08007952485548
2023-10-08,Store_1,Product_3,34,275,0,40.0,40.0,30.428571428571427,7.955231881329049,6,10,0,35.33997938543755
2023-10-09,Store_1,Product_3,23,420,0,34.0,25.0,29.571428571428573,7.02037850017462,0,10,0,25.220929581085496
2023-10-10,Store_1,Product_3,23,424,0,23.0,21.0,29.285714285714285,7.273565968956468,1,10,0,24.990292669112282
2023-10-11,Store_1,Product_3,42,166,1,23.0,23.0,29.571428571428573,6.92476576877375,2,10,42,40.218877335155554
